DateKey,Date,Year,Quarter,QuarterNumber,Month,MonthNumber,MonthShort,Week,DayOfWeek,DayOfMonth,IsWeekend,FiscalYear,FiscalQuarter,YearMonth
20240530,2024-05-30,2024,Q2,2,May,5,May,22,Thursday,30,0,FY2024,FQ3,2024-05
20240531,2024-05-31,2024,Q2,2,May,5,May,22,Friday,31,0,FY2024,FQ3,2024-05
20240601,2024-06-01,2024,Q2,2,June,6,Jun,22,Saturday,1,1,FY2024,FQ3,2024-06
20240602,2024-06-02,2024,Q2,2,June,6,Jun,22,Sunday,2,1,FY2024,FQ3,2024-06
20240603,2024-06-03,2024,Q2,2,June,6,Jun,23,Monday,3,0,FY2024,FQ3,2024-06
20240604,2024-06-04,2024,Q2,2,June,6,Jun,23,Tuesday,4,0,FY2024,FQ3,2024-06
20240605,2024-06-05,2024,Q2,2,June,6,Jun,23,Wednesday,5,0,FY2024,FQ3,2024-06
20240606,2024-06-06,2024,Q2,2,June,6,Jun,23,Thursday,6,0,FY2024,FQ3,2024-06
20240607,2024-06-07,2024,Q2,2,June,6,Jun,23,Friday,7,0,FY2024,FQ3,2024-06
20240608,2024-06-08,2024,Q2,2,June,6,Jun,23,Saturday,8,1,FY2024,FQ3,2024-06
20240609,2024-06-09,2024,Q2,2,June,6,Jun,23,Sunday,9,1,FY2024,FQ3,2024-06
20240610,2024-06-10,2024,Q2,2,June,6,Jun,24,Monday,10,0,FY2024,FQ3,2024-06
20240611,2024-06-11,2024,Q2,2,June,6,Jun,24,Tuesday,11,0,FY2024,FQ3,2024-06
20240612,2024-06-12,2024,Q2,2,June,6,Jun,24,Wednesday,12,0,FY2024,FQ3,2024-06
20240613,2024-06-13,2024,Q2,2,June,6,Jun,24,Thursday,13,0,FY2024,FQ3,2024-06
20240614,2024-06-14,2024,Q2,2,June,6,Jun,24,Friday,14,0,FY2024,FQ3,2024-06
20240615,2024-06-15,2024,Q2,2,June,6,Jun,24,Saturday,15,1,FY2024,FQ3,2024-06
20240616,2024-06-16,2024,Q2,2,June,6,Jun,24,Sunday,16,1,FY2024,FQ3,2024-06
20240617,2024-06-17,2024,Q2,2,June,6,Jun,25,Monday,17,0,FY2024,FQ3,2024-06
20240618,2024-06-18,2024,Q2,2,June,6,Jun,25,Tuesday,18,0,FY2024,FQ3,2024-06
20240619,2024-06-19,2024,Q2,2,June,6,Jun,25,Wednesday,19,0,FY2024,FQ3,2024-06
20240620,2024-06-20,2024,Q2,2,June,6,Jun,25,Thursday,20,0,FY2024,FQ3,2024-06
20240621,2024-06-21,2024,Q2,2,June,6,Jun,25,Friday,21,0,FY2024,FQ3,2024-06
20240622,2024-06-22,2024,Q2,2,June,6,Jun,25,Saturday,22,1,FY2024,FQ3,2024-06
20240623,2024-06-23,2024,Q2,2,June,6,Jun,25,Sunday,23,1,FY2024,FQ3,2024-06
20240624,2024-06-24,2024,Q2,2,June,6,Jun,26,Monday,24,0,FY2024,FQ3,2024-06
20240625,2024-06-25,2024,Q2,2,June,6,Jun,26,Tuesday,25,0,FY2024,FQ3,2024-06
20240626,2024-06-26,2024,Q2,2,June,6,Jun,26,Wednesday,26,0,FY2024,FQ3,2024-06
20240627,2024-06-27,2024,Q2,2,June,6,Jun,26,Thursday,27,0,FY2024,FQ3,2024-06
20240628,2024-06-28,2024,Q2,2,June,6,Jun,26,Friday,28,0,FY2024,FQ3,2024-06
20240629,2024-06-29,2024,Q2,2,June,6,Jun,26,Saturday,29,1,FY2024,FQ3,2024-06
20240630,2024-06-30,2024,Q2,2,June,6,Jun,26,Sunday,30,1,FY2024,FQ3,2024-06
20240701,2024-07-01,2024,Q3,3,July,7,Jul,27,Monday,1,0,FY2024,FQ4,2024-07
20240702,2024-07-02,2024,Q3,3,July,7,Jul,27,Tuesday,2,0,FY2024,FQ4,2024-07
20240703,2024-07-03,2024,Q3,3,July,7,Jul,27,Wednesday,3,0,FY2024,FQ4,2024-07
20240704,2024-07-04,2024,Q3,3,July,7,Jul,27,Thursday,4,0,FY2024,FQ4,2024-07
20240705,2024-07-05,2024,Q3,3,July,7,Jul,27,Friday,5,0,FY2024,FQ4,2024-07
20240706,2024-07-06,2024,Q3,3,July,7,Jul,27,Saturday,6,1,FY2024,FQ4,2024-07
20240707,2024-07-07,2024,Q3,3,July,7,Jul,27,Sunday,7,1,FY2024,FQ4,2024-07
20240708,2024-07-08,2024,Q3,3,July,7,Jul,28,Monday,8,0,FY2024,FQ4,2024-07
20240709,2024-07-09,2024,Q3,3,July,7,Jul,28,Tuesday,9,0,FY2024,FQ4,2024-07
20240710,2024-07-10,2024,Q3,3,July,7,Jul,28,Wednesday,10,0,FY2024,FQ4,2024-07
20240711,2024-07-11,2024,Q3,3,July,7,Jul,28,Thursday,11,0,FY2024,FQ4,2024-07
20240712,2024-07-12,2024,Q3,3,July,7,Jul,28,Friday,12,0,FY2024,FQ4,2024-07
20240713,2024-07-13,2024,Q3,3,July,7,Jul,28,Saturday,13,1,FY2024,FQ4,2024-07
20240714,2024-07-14,2024,Q3,3,July,7,Jul,28,Sunday,14,1,FY2024,FQ4,2024-07
20240715,2024-07-15,2024,Q3,3,July,7,Jul,29,Monday,15,0,FY2024,FQ4,2024-07
20240716,2024-07-16,2024,Q3,3,July,7,Jul,29,Tuesday,16,0,FY2024,FQ4,2024-07
20240717,2024-07-17,2024,Q3,3,July,7,Jul,29,Wednesday,17,0,FY2024,FQ4,2024-07
20240718,2024-07-18,2024,Q3,3,July,7,Jul,29,Thursday,18,0,FY2024,FQ4,2024-07
20240719,2024-07-19,2024,Q3,3,July,7,Jul,29,Friday,19,0,FY2024,FQ4,2024-07
20240720,2024-07-20,2024,Q3,3,July,7,Jul,29,Saturday,20,1,FY2024,FQ4,2024-07
20240721,2024-07-21,2024,Q3,3,July,7,Jul,29,Sunday,21,1,FY2024,FQ4,2024-07
20240722,2024-07-22,2024,Q3,3,July,7,Jul,30,Monday,22,0,FY2024,FQ4,2024-07
20240723,2024-07-23,2024,Q3,3,July,7,Jul,30,Tuesday,23,0,FY2024,FQ4,2024-07
20240724,2024-07-24,2024,Q3,3,July,7,Jul,30,Wednesday,24,0,FY2024,FQ4,2024-07
20240725,2024-07-25,2024,Q3,3,July,7,Jul,30,Thursday,25,0,FY2024,FQ4,2024-07
20240726,2024-07-26,2024,Q3,3,July,7,Jul,30,Friday,26,0,FY2024,FQ4,2024-07
20240727,2024-07-27,2024,Q3,3,July,7,Jul,30,Saturday,27,1,FY2024,FQ4,2024-07
20240728,2024-07-28,2024,Q3,3,July,7,Jul,30,Sunday,28,1,FY2024,FQ4,2024-07
20240729,2024-07-29,2024,Q3,3,July,7,Jul,31,Monday,29,0,FY2024,FQ4,2024-07
20240730,2024-07-30,2024,Q3,3,July,7,Jul,31,Tuesday,30,0,FY2024,FQ4,2024-07
20240731,2024-07-31,2024,Q3,3,July,7,Jul,31,Wednesday,31,0,FY2024,FQ4,2024-07
20240801,2024-08-01,2024,Q3,3,August,8,Aug,31,Thursday,1,0,FY2024,FQ4,2024-08
20240802,2024-08-02,2024,Q3,3,August,8,Aug,31,Friday,2,0,FY2024,FQ4,2024-08
20240803,2024-08-03,2024,Q3,3,August,8,Aug,31,Saturday,3,1,FY2024,FQ4,2024-08
20240804,2024-08-04,2024,Q3,3,August,8,Aug,31,Sunday,4,1,FY2024,FQ4,2024-08
20240805,2024-08-05,2024,Q3,3,August,8,Aug,32,Monday,5,0,FY2024,FQ4,2024-08
20240806,2024-08-06,2024,Q3,3,August,8,Aug,32,Tuesday,6,0,FY2024,FQ4,2024-08
20240807,2024-08-07,2024,Q3,3,August,8,Aug,32,Wednesday,7,0,FY2024,FQ4,2024-08
20240808,2024-08-08,2024,Q3,3,August,8,Aug,32,Thursday,8,0,FY2024,FQ4,2024-08
20240809,2024-08-09,2024,Q3,3,August,8,Aug,32,Friday,9,0,FY2024,FQ4,2024-08
20240810,2024-08-10,2024,Q3,3,August,8,Aug,32,Saturday,10,1,FY2024,FQ4,2024-08
20240811,2024-08-11,2024,Q3,3,August,8,Aug,32,Sunday,11,1,FY2024,FQ4,2024-08
20240812,2024-08-12,2024,Q3,3,August,8,Aug,33,Monday,12,0,FY2024,FQ4,2024-08
20240813,2024-08-13,2024,Q3,3,August,8,Aug,33,Tuesday,13,0,FY2024,FQ4,2024-08
20240814,2024-08-14,2024,Q3,3,August,8,Aug,33,Wednesday,14,0,FY2024,FQ4,2024-08
20240815,2024-08-15,2024,Q3,3,August,8,Aug,33,Thursday,15,0,FY2024,FQ4,2024-08
20240816,2024-08-16,2024,Q3,3,August,8,Aug,33,Friday,16,0,FY2024,FQ4,2024-08
20240817,2024-08-17,2024,Q3,3,August,8,Aug,33,Saturday,17,1,FY2024,FQ4,2024-08
20240818,2024-08-18,2024,Q3,3,August,8,Aug,33,Sunday,18,1,FY2024,FQ4,2024-08
20240819,2024-08-19,2024,Q3,3,August,8,Aug,34,Monday,19,0,FY2024,FQ4,2024-08
20240820,2024-08-20,2024,Q3,3,August,8,Aug,34,Tuesday,20,0,FY2024,FQ4,2024-08
20240821,2024-08-21,2024,Q3,3,August,8,Aug,34,Wednesday,21,0,FY2024,FQ4,2024-08
20240822,2024-08-22,2024,Q3,3,August,8,Aug,34,Thursday,22,0,FY2024,FQ4,2024-08
20240823,2024-08-23,2024,Q3,3,August,8,Aug,34,Friday,23,0,FY2024,FQ4,2024-08
20240824,2024-08-24,2024,Q3,3,August,8,Aug,34,Saturday,24,1,FY2024,FQ4,2024-08
20240825,2024-08-25,2024,Q3,3,August,8,Aug,34,Sunday,25,1,FY2024,FQ4,2024-08
20240826,2024-08-26,2024,Q3,3,August,8,Aug,35,Monday,26,0,FY2024,FQ4,2024-08
20240827,2024-08-27,2024,Q3,3,August,8,Aug,35,Tuesday,27,0,FY2024,FQ4,2024-08
20240828,2024-08-28,2024,Q3,3,August,8,Aug,35,Wednesday,28,0,FY2024,FQ4,2024-08
20240829,2024-08-29,2024,Q3,3,August,8,Aug,35,Thursday,29,0,FY2024,FQ4,2024-08
20240830,2024-08-30,2024,Q3,3,August,8,Aug,35,Friday,30,0,FY2024,FQ4,2024-08
20240831,2024-08-31,2024,Q3,3,August,8,Aug,35,Saturday,31,1,FY2024,FQ4,2024-08
20240901,2024-09-01,2024,Q3,3,September,9,Sep,35,Sunday,1,1,FY2024,FQ4,2024-09
20240902,2024-09-02,2024,Q3,3,September,9,Sep,36,Monday,2,0,FY2024,FQ4,2024-09
20240903,2024-09-03,2024,Q3,3,September,9,Sep,36,Tuesday,3,0,FY2024,FQ4,2024-09
20240904,2024-09-04,2024,Q3,3,September,9,Sep,36,Wednesday,4,0,FY2024,FQ4,2024-09
20240905,2024-09-05,2024,Q3,3,September,9,Sep,36,Thursday,5,0,FY2024,FQ4,2024-09
20240906,2024-09-06,2024,Q3,3,September,9,Sep,36,Friday,6,0,FY2024,FQ4,2024-09
20240907,2024-09-07,2024,Q3,3,September,9,Sep,36,Saturday,7,1,FY2024,FQ4,2024-09
20240908,2024-09-08,2024,Q3,3,September,9,Sep,36,Sunday,8,1,FY2024,FQ4,2024-09
20240909,2024-09-09,2024,Q3,3,September,9,Sep,37,Monday,9,0,FY2024,FQ4,2024-09
20240910,2024-09-10,2024,Q3,3,September,9,Sep,37,Tuesday,10,0,FY2024,FQ4,2024-09
20240911,2024-09-11,2024,Q3,3,September,9,Sep,37,Wednesday,11,0,FY2024,FQ4,2024-09
20240912,2024-09-12,2024,Q3,3,September,9,Sep,37,Thursday,12,0,FY2024,FQ4,2024-09
20240913,2024-09-13,2024,Q3,3,September,9,Sep,37,Friday,13,0,FY2024,FQ4,2024-09
20240914,2024-09-14,2024,Q3,3,September,9,Sep,37,Saturday,14,1,FY2024,FQ4,2024-09
20240915,2024-09-15,2024,Q3,3,September,9,Sep,37,Sunday,15,1,FY2024,FQ4,2024-09
20240916,2024-09-16,2024,Q3,3,September,9,Sep,38,Monday,16,0,FY2024,FQ4,2024-09
20240917,2024-09-17,2024,Q3,3,September,9,Sep,38,Tuesday,17,0,FY2024,FQ4,2024-09
20240918,2024-09-18,2024,Q3,3,September,9,Sep,38,Wednesday,18,0,FY2024,FQ4,2024-09
20240919,2024-09-19,2024,Q3,3,September,9,Sep,38,Thursday,19,0,FY2024,FQ4,2024-09
20240920,2024-09-20,2024,Q3,3,September,9,Sep,38,Friday,20,0,FY2024,FQ4,2024-09
20240921,2024-09-21,2024,Q3,3,September,9,Sep,38,Saturday,21,1,FY2024,FQ4,2024-09
20240922,2024-09-22,2024,Q3,3,September,9,Sep,38,Sunday,22,1,FY2024,FQ4,2024-09
20240923,2024-09-23,2024,Q3,3,September,9,Sep,39,Monday,23,0,FY2024,FQ4,2024-09
20240924,2024-09-24,2024,Q3,3,September,9,Sep,39,Tuesday,24,0,FY2024,FQ4,2024-09
20240925,2024-09-25,2024,Q3,3,September,9,Sep,39,Wednesday,25,0,FY2024,FQ4,2024-09
20240926,2024-09-26,2024,Q3,3,September,9,Sep,39,Thursday,26,0,FY2024,FQ4,2024-09
20240927,2024-09-27,2024,Q3,3,September,9,Sep,39,Friday,27,0,FY2024,FQ4,2024-09
20240928,2024-09-28,2024,Q3,3,September,9,Sep,39,Saturday,28,1,FY2024,FQ4,2024-09
20240929,2024-09-29,2024,Q3,3,September,9,Sep,39,Sunday,29,1,FY2024,FQ4,2024-09
20240930,2024-09-30,2024,Q3,3,September,9,Sep,40,Monday,30,0,FY2024,FQ4,2024-09
20241001,2024-10-01,2024,Q4,4,October,10,Oct,40,Tuesday,1,0,FY2024,FQ1,2024-10
20241002,2024-10-02,2024,Q4,4,October,10,Oct,40,Wednesday,2,0,FY2024,FQ1,2024-10
20241003,2024-10-03,2024,Q4,4,October,10,Oct,40,Thursday,3,0,FY2024,FQ1,2024-10
20241004,2024-10-04,2024,Q4,4,October,10,Oct,40,Friday,4,0,FY2024,FQ1,2024-10
20241005,2024-10-05,2024,Q4,4,October,10,Oct,40,Saturday,5,1,FY2024,FQ1,2024-10
20241006,2024-10-06,2024,Q4,4,October,10,Oct,40,Sunday,6,1,FY2024,FQ1,2024-10
20241007,2024-10-07,2024,Q4,4,October,10,Oct,41,Monday,7,0,FY2024,FQ1,2024-10
20241008,2024-10-08,2024,Q4,4,October,10,Oct,41,Tuesday,8,0,FY2024,FQ1,2024-10
20241009,2024-10-09,2024,Q4,4,October,10,Oct,41,Wednesday,9,0,FY2024,FQ1,2024-10
20241010,2024-10-10,2024,Q4,4,October,10,Oct,41,Thursday,10,0,FY2024,FQ1,2024-10
20241011,2024-10-11,2024,Q4,4,October,10,Oct,41,Friday,11,0,FY2024,FQ1,2024-10
20241012,2024-10-12,2024,Q4,4,October,10,Oct,41,Saturday,12,1,FY2024,FQ1,2024-10
20241013,2024-10-13,2024,Q4,4,October,10,Oct,41,Sunday,13,1,FY2024,FQ1,2024-10
20241014,2024-10-14,2024,Q4,4,October,10,Oct,42,Monday,14,0,FY2024,FQ1,2024-10
20241015,2024-10-15,2024,Q4,4,October,10,Oct,42,Tuesday,15,0,FY2024,FQ1,2024-10
20241016,2024-10-16,2024,Q4,4,October,10,Oct,42,Wednesday,16,0,FY2024,FQ1,2024-10
20241017,2024-10-17,2024,Q4,4,October,10,Oct,42,Thursday,17,0,FY2024,FQ1,2024-10
20241018,2024-10-18,2024,Q4,4,October,10,Oct,42,Friday,18,0,FY2024,FQ1,2024-10
20241019,2024-10-19,2024,Q4,4,October,10,Oct,42,Saturday,19,1,FY2024,FQ1,2024-10
20241020,2024-10-20,2024,Q4,4,October,10,Oct,42,Sunday,20,1,FY2024,FQ1,2024-10
20241021,2024-10-21,2024,Q4,4,October,10,Oct,43,Monday,21,0,FY2024,FQ1,2024-10
20241022,2024-10-22,2024,Q4,4,October,10,Oct,43,Tuesday,22,0,FY2024,FQ1,2024-10
20241023,2024-10-23,2024,Q4,4,October,10,Oct,43,Wednesday,23,0,FY2024,FQ1,2024-10
20241024,2024-10-24,2024,Q4,4,October,10,Oct,43,Thursday,24,0,FY2024,FQ1,2024-10
20241025,2024-10-25,2024,Q4,4,October,10,Oct,43,Friday,25,0,FY2024,FQ1,2024-10
20241026,2024-10-26,2024,Q4,4,October,10,Oct,43,Saturday,26,1,FY2024,FQ1,2024-10
20241027,2024-10-27,2024,Q4,4,October,10,Oct,43,Sunday,27,1,FY2024,FQ1,2024-10
20241028,2024-10-28,2024,Q4,4,October,10,Oct,44,Monday,28,0,FY2024,FQ1,2024-10
20241029,2024-10-29,2024,Q4,4,October,10,Oct,44,Tuesday,29,0,FY2024,FQ1,2024-10
20241030,2024-10-30,2024,Q4,4,October,10,Oct,44,Wednesday,30,0,FY2024,FQ1,2024-10
20241031,2024-10-31,2024,Q4,4,October,10,Oct,44,Thursday,31,0,FY2024,FQ1,2024-10
20241101,2024-11-01,2024,Q4,4,November,11,Nov,44,Friday,1,0,FY2024,FQ1,2024-11
20241102,2024-11-02,2024,Q4,4,November,11,Nov,44,Saturday,2,1,FY2024,FQ1,2024-11
20241103,2024-11-03,2024,Q4,4,November,11,Nov,44,Sunday,3,1,FY2024,FQ1,2024-11
20241104,2024-11-04,2024,Q4,4,November,11,Nov,45,Monday,4,0,FY2024,FQ1,2024-11
20241105,2024-11-05,2024,Q4,4,November,11,Nov,45,Tuesday,5,0,FY2024,FQ1,2024-11
20241106,2024-11-06,2024,Q4,4,November,11,Nov,45,Wednesday,6,0,FY2024,FQ1,2024-11
20241107,2024-11-07,2024,Q4,4,November,11,Nov,45,Thursday,7,0,FY2024,FQ1,2024-11
20241108,2024-11-08,2024,Q4,4,November,11,Nov,45,Friday,8,0,FY2024,FQ1,2024-11
20241109,2024-11-09,2024,Q4,4,November,11,Nov,45,Saturday,9,1,FY2024,FQ1,2024-11
20241110,2024-11-10,2024,Q4,4,November,11,Nov,45,Sunday,10,1,FY2024,FQ1,2024-11
20241111,2024-11-11,2024,Q4,4,November,11,Nov,46,Monday,11,0,FY2024,FQ1,2024-11
20241112,2024-11-12,2024,Q4,4,November,11,Nov,46,Tuesday,12,0,FY2024,FQ1,2024-11
20241113,2024-11-13,2024,Q4,4,November,11,Nov,46,Wednesday,13,0,FY2024,FQ1,2024-11
20241114,2024-11-14,2024,Q4,4,November,11,Nov,46,Thursday,14,0,FY2024,FQ1,2024-11
20241115,2024-11-15,2024,Q4,4,November,11,Nov,46,Friday,15,0,FY2024,FQ1,2024-11
20241116,2024-11-16,2024,Q4,4,November,11,Nov,46,Saturday,16,1,FY2024,FQ1,2024-11
20241117,2024-11-17,2024,Q4,4,November,11,Nov,46,Sunday,17,1,FY2024,FQ1,2024-11
20241118,2024-11-18,2024,Q4,4,November,11,Nov,47,Monday,18,0,FY2024,FQ1,2024-11
20241119,2024-11-19,2024,Q4,4,November,11,Nov,47,Tuesday,19,0,FY2024,FQ1,2024-11
20241120,2024-11-20,2024,Q4,4,November,11,Nov,47,Wednesday,20,0,FY2024,FQ1,2024-11
20241121,2024-11-21,2024,Q4,4,November,11,Nov,47,Thursday,21,0,FY2024,FQ1,2024-11
20241122,2024-11-22,2024,Q4,4,November,11,Nov,47,Friday,22,0,FY2024,FQ1,2024-11
20241123,2024-11-23,2024,Q4,4,November,11,Nov,47,Saturday,23,1,FY2024,FQ1,2024-11
20241124,2024-11-24,2024,Q4,4,November,11,Nov,47,Sunday,24,1,FY2024,FQ1,2024-11
20241125,2024-11-25,2024,Q4,4,November,11,Nov,48,Monday,25,0,FY2024,FQ1,2024-11
20241126,2024-11-26,2024,Q4,4,November,11,Nov,48,Tuesday,26,0,FY2024,FQ1,2024-11
20241127,2024-11-27,2024,Q4,4,November,11,Nov,48,Wednesday,27,0,FY2024,FQ1,2024-11
20241128,2024-11-28,2024,Q4,4,November,11,Nov,48,Thursday,28,0,FY2024,FQ1,2024-11
20241129,2024-11-29,2024,Q4,4,November,11,Nov,48,Friday,29,0,FY2024,FQ1,2024-11
20241130,2024-11-30,2024,Q4,4,November,11,Nov,48,Saturday,30,1,FY2024,FQ1,2024-11
20241201,2024-12-01,2024,Q4,4,December,12,Dec,48,Sunday,1,1,FY2024,FQ1,2024-12
20241202,2024-12-02,2024,Q4,4,December,12,Dec,49,Monday,2,0,FY2024,FQ1,2024-12
20241203,2024-12-03,2024,Q4,4,December,12,Dec,49,Tuesday,3,0,FY2024,FQ1,2024-12
20241204,2024-12-04,2024,Q4,4,December,12,Dec,49,Wednesday,4,0,FY2024,FQ1,2024-12
20241205,2024-12-05,2024,Q4,4,December,12,Dec,49,Thursday,5,0,FY2024,FQ1,2024-12
20241206,2024-12-06,2024,Q4,4,December,12,Dec,49,Friday,6,0,FY2024,FQ1,2024-12
20241207,2024-12-07,2024,Q4,4,December,12,Dec,49,Saturday,7,1,FY2024,FQ1,2024-12
20241208,2024-12-08,2024,Q4,4,December,12,Dec,49,Sunday,8,1,FY2024,FQ1,2024-12
20241209,2024-12-09,2024,Q4,4,December,12,Dec,50,Monday,9,0,FY2024,FQ1,2024-12
20241210,2024-12-10,2024,Q4,4,December,12,Dec,50,Tuesday,10,0,FY2024,FQ1,2024-12
20241211,2024-12-11,2024,Q4,4,December,12,Dec,50,Wednesday,11,0,FY2024,FQ1,2024-12
20241212,2024-12-12,2024,Q4,4,December,12,Dec,50,Thursday,12,0,FY2024,FQ1,2024-12
20241213,2024-12-13,2024,Q4,4,December,12,Dec,50,Friday,13,0,FY2024,FQ1,2024-12
20241214,2024-12-14,2024,Q4,4,December,12,Dec,50,Saturday,14,1,FY2024,FQ1,2024-12
20241215,2024-12-15,2024,Q4,4,December,12,Dec,50,Sunday,15,1,FY2024,FQ1,2024-12
20241216,2024-12-16,2024,Q4,4,December,12,Dec,51,Monday,16,0,FY2024,FQ1,2024-12
20241217,2024-12-17,2024,Q4,4,December,12,Dec,51,Tuesday,17,0,FY2024,FQ1,2024-12
20241218,2024-12-18,2024,Q4,4,December,12,Dec,51,Wednesday,18,0,FY2024,FQ1,2024-12
20241219,2024-12-19,2024,Q4,4,December,12,Dec,51,Thursday,19,0,FY2024,FQ1,2024-12
20241220,2024-12-20,2024,Q4,4,December,12,Dec,51,Friday,20,0,FY2024,FQ1,2024-12
20241221,2024-12-21,2024,Q4,4,December,12,Dec,51,Saturday,21,1,FY2024,FQ1,2024-12
20241222,2024-12-22,2024,Q4,4,December,12,Dec,51,Sunday,22,1,FY2024,FQ1,2024-12
20241223,2024-12-23,2024,Q4,4,December,12,Dec,52,Monday,23,0,FY2024,FQ1,2024-12
20241224,2024-12-24,2024,Q4,4,December,12,Dec,52,Tuesday,24,0,FY2024,FQ1,2024-12
20241225,2024-12-25,2024,Q4,4,December,12,Dec,52,Wednesday,25,0,FY2024,FQ1,2024-12
20241226,2024-12-26,2024,Q4,4,December,12,Dec,52,Thursday,26,0,FY2024,FQ1,2024-12
20241227,2024-12-27,2024,Q4,4,December,12,Dec,52,Friday,27,0,FY2024,FQ1,2024-12
20241228,2024-12-28,2024,Q4,4,December,12,Dec,52,Saturday,28,1,FY2024,FQ1,2024-12
20241229,2024-12-29,2024,Q4,4,December,12,Dec,52,Sunday,29,1,FY2024,FQ1,2024-12
20241230,2024-12-30,2024,Q4,4,December,12,Dec,1,Monday,30,0,FY2024,FQ1,2024-12
20241231,2024-12-31,2024,Q4,4,December,12,Dec,1,Tuesday,31,0,FY2024,FQ1,2024-12
20250101,2025-01-01,2025,Q1,1,January,1,Jan,1,Wednesday,1,0,FY2024,FQ2,2025-01
20250102,2025-01-02,2025,Q1,1,January,1,Jan,1,Thursday,2,0,FY2024,FQ2,2025-01
20250103,2025-01-03,2025,Q1,1,January,1,Jan,1,Friday,3,0,FY2024,FQ2,2025-01
20250104,2025-01-04,2025,Q1,1,January,1,Jan,1,Saturday,4,1,FY2024,FQ2,2025-01
20250105,2025-01-05,2025,Q1,1,January,1,Jan,1,Sunday,5,1,FY2024,FQ2,2025-01
20250106,2025-01-06,2025,Q1,1,January,1,Jan,2,Monday,6,0,FY2024,FQ2,2025-01
20250107,2025-01-07,2025,Q1,1,January,1,Jan,2,Tuesday,7,0,FY2024,FQ2,2025-01
20250108,2025-01-08,2025,Q1,1,January,1,Jan,2,Wednesday,8,0,FY2024,FQ2,2025-01
20250109,2025-01-09,2025,Q1,1,January,1,Jan,2,Thursday,9,0,FY2024,FQ2,2025-01
20250110,2025-01-10,2025,Q1,1,January,1,Jan,2,Friday,10,0,FY2024,FQ2,2025-01
20250111,2025-01-11,2025,Q1,1,January,1,Jan,2,Saturday,11,1,FY2024,FQ2,2025-01
20250112,2025-01-12,2025,Q1,1,January,1,Jan,2,Sunday,12,1,FY2024,FQ2,2025-01
20250113,2025-01-13,2025,Q1,1,January,1,Jan,3,Monday,13,0,FY2024,FQ2,2025-01
20250114,2025-01-14,2025,Q1,1,January,1,Jan,3,Tuesday,14,0,FY2024,FQ2,2025-01
20250115,2025-01-15,2025,Q1,1,January,1,Jan,3,Wednesday,15,0,FY2024,FQ2,2025-01
20250116,2025-01-16,2025,Q1,1,January,1,Jan,3,Thursday,16,0,FY2024,FQ2,2025-01
20250117,2025-01-17,2025,Q1,1,January,1,Jan,3,Friday,17,0,FY2024,FQ2,2025-01
20250118,2025-01-18,2025,Q1,1,January,1,Jan,3,Saturday,18,1,FY2024,FQ2,2025-01
20250119,2025-01-19,2025,Q1,1,January,1,Jan,3,Sunday,19,1,FY2024,FQ2,2025-01
20250120,2025-01-20,2025,Q1,1,January,1,Jan,4,Monday,20,0,FY2024,FQ2,2025-01
20250121,2025-01-21,2025,Q1,1,January,1,Jan,4,Tuesday,21,0,FY2024,FQ2,2025-01
20250122,2025-01-22,2025,Q1,1,January,1,Jan,4,Wednesday,22,0,FY2024,FQ2,2025-01
20250123,2025-01-23,2025,Q1,1,January,1,Jan,4,Thursday,23,0,FY2024,FQ2,2025-01
20250124,2025-01-24,2025,Q1,1,January,1,Jan,4,Friday,24,0,FY2024,FQ2,2025-01
20250125,2025-01-25,2025,Q1,1,January,1,Jan,4,Saturday,25,1,FY2024,FQ2,2025-01
20250126,2025-01-26,2025,Q1,1,January,1,Jan,4,Sunday,26,1,FY2024,FQ2,2025-01
20250127,2025-01-27,2025,Q1,1,January,1,Jan,5,Monday,27,0,FY2024,FQ2,2025-01
20250128,2025-01-28,2025,Q1,1,January,1,Jan,5,Tuesday,28,0,FY2024,FQ2,2025-01
20250129,2025-01-29,2025,Q1,1,January,1,Jan,5,Wednesday,29,0,FY2024,FQ2,2025-01
20250130,2025-01-30,2025,Q1,1,January,1,Jan,5,Thursday,30,0,FY2024,FQ2,2025-01
20250131,2025-01-31,2025,Q1,1,January,1,Jan,5,Friday,31,0,FY2024,FQ2,2025-01
20250201,2025-02-01,2025,Q1,1,February,2,Feb,5,Saturday,1,1,FY2024,FQ2,2025-02
20250202,2025-02-02,2025,Q1,1,February,2,Feb,5,Sunday,2,1,FY2024,FQ2,2025-02
20250203,2025-02-03,2025,Q1,1,February,2,Feb,6,Monday,3,0,FY2024,FQ2,2025-02
20250204,2025-02-04,2025,Q1,1,February,2,Feb,6,Tuesday,4,0,FY2024,FQ2,2025-02
20250205,2025-02-05,2025,Q1,1,February,2,Feb,6,Wednesday,5,0,FY2024,FQ2,2025-02
20250206,2025-02-06,2025,Q1,1,February,2,Feb,6,Thursday,6,0,FY2024,FQ2,2025-02
20250207,2025-02-07,2025,Q1,1,February,2,Feb,6,Friday,7,0,FY2024,FQ2,2025-02
20250208,2025-02-08,2025,Q1,1,February,2,Feb,6,Saturday,8,1,FY2024,FQ2,2025-02
20250209,2025-02-09,2025,Q1,1,February,2,Feb,6,Sunday,9,1,FY2024,FQ2,2025-02
20250210,2025-02-10,2025,Q1,1,February,2,Feb,7,Monday,10,0,FY2024,FQ2,2025-02
